w1_PCIe read bandwidth,w1_PCIe write bandwidth,w1_Long_Kernel,w1_ave_Kernel_Length,w1_long/short_Ratio,w1_avg_Thread,workload1,idx1,w2_PCIe read bandwidth,w2_PCIe write bandwidth,w2_Long_Kernel,w2_ave_Kernel_Length,w2_long/short_Ratio,w2_avg_Thread,workload2,idx2,w1throughput,w2throughput,w1sm%,w1mem%,w1CPU%,w1MainMem%,w2sm%,w2mem%,w2CPU%,w2MainMem%
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,46.12889663042825,40.437612519041686,92.5,40.0,172.04833333333332,0.9183333333333332,92.5,40.0,172.04833333333332,0.9183333333333332
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,6.812170675827464,37.6324821150257,350.9161467889912,163.89756446991422,0.4541666666666666,1943566.3954154728,albert-base-v2_batch8-train,1,35.36607521346817,18.52814671267193,92.5,40.0,172.04833333333332,0.9183333333333332,97.38028169014083,46.74647887323944,108.3176923076923,0.992307692307692
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,36.95724780228291,211.79472304380727,413.89,16.604258760107797,0.0008992805755395,31343.49685534591,gpt2-xl_batch100-inf,2,70.23309311987981,12.649621301962272,92.5,40.0,172.04833333333332,0.9183333333333332,50.97826086956522,26.782608695652176,175.225,2.78
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,36.95724780228291,211.79472304380727,413.89,16.604258760107797,0.0008992805755395,31343.49685534591,gpt2-xl_batch214-inf,3,62.14560182781182,10.13177621715458,92.5,40.0,172.04833333333332,0.9183333333333332,72.05833333333334,35.75,128.381,2.6329
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,16.633334067861327,94.01533167994236,221.6318055555556,68.02083885209711,0.1889763779527559,61662.94039735099,vit-base-patch16-224_batch2-inf,4,64.01403047243232,60.78178694158076,92.5,40.0,172.04833333333332,0.9183333333333332,29.454545454545453,4.181818181818182,724.74375,1.19375
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,3.563917391615611,19.44470847529515,493.8180975609756,317.28014285714295,1.4137931034482758,3943048.137142857,albert-base-v2_batch16-train,6,34.6710995013061,18.01222257960759,92.5,40.0,172.04833333333332,0.9183333333333332,97.3793103448276,45.672413793103445,104.47540816326531,1.0005102040816338
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,3.6494946761174094,16.83328335893147,735.2546666666666,303.11814814814807,0.5882352941176471,1092430.4197530863,bert-base-cased_batch16-inf,8,34.45631010679096,61.33205558217536,92.5,40.0,172.04833333333332,0.9183333333333332,97.0,38.0,113.78777777777778,1.162962962962963
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,9.910998486903791,57.24124716144934,521.1402941176472,108.69638297872348,0.1915492957746478,677125.4468085107,wav2vec2-base-960h_batch8-inf,9,37.05113564268494,40.225960643118746,92.5,40.0,172.04833333333332,0.9183333333333332,18.24,6.6,387.6431818181818,1.492272727272728
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,5.262102626088674,28.706094690685045,442.0544943820222,203.8333620689655,0.6223776223776224,429556.5517241379,bert-base-cased_batch8-train,10,35.25079978270055,18.224178099922337,92.5,40.0,172.04833333333332,0.9183333333333332,96.7,45.2,110.38627450980394,1.20764705882353
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,bert-base-cased_batch2-inf,0,6.340558864222144,33.56571535204275,365.4948087431694,168.6319867549669,0.6777777777777778,444314.27814569534,vit-base-patch16-224_batch16-inf,11,69.37514849132812,72.22767419038273,92.5,40.0,172.04833333333332,0.9183333333333332,29.0,6.026315789473684,272.6894117647059,1.512941176470588
